ID;Statut;Date de creation;Date de modification;Commande;De;Sujet;Message;Date du message;Vendeur;Tags
307;close;21/02/2020;28/02/2020;DHHJDKLUF;customer;Customers Desk - Fermé le lundi matin.;Fermé le lundi matin. Horaires d'ouverture 10h - 12h30 14h30 - 17h;21/02/2020;SCFR Impex;
307;close;21/02/2020;28/02/2020;DHHJDKLUF;seller;Customers Desk - Fermé le lundi matin.;"Bonsoir Jean-François,

C'est noté.
Sportivement,
antonio";21/02/2020;SCFR Impex;
308;close;21/02/2020;27/02/2020;DHHJDKLUF;customer;Customers Desk - Fermé le lundi matin.;Fermé le lundi matin. Horaires d'ouverture 10h - 12h30 14h30 - 17h;21/02/2020;Sveltus;Informations de livraison
308;close;21/02/2020;27/02/2020;DHHJDKLUF;seller;Customers Desk - Fermé le lundi matin.;"Bonjour,

Nous notons cette information pour la livraison du client.
Bonne journée.

CDT

Gaelle";24/02/2020;Sveltus;Informations de livraison
309;close;23/02/2020;27/02/2020;CTPNBYKIA;customer;Customers Desk - Appeler le portable;Appeler le portable renseigné pour livrer !;23/02/2020;Tennis Scorer;
309;close;23/02/2020;27/02/2020;CTPNBYKIA;seller;Customers Desk - Appeler le portable;"Bonjour
Merci pour votre commande de tableaux de score. Avez vous un logo de votre club ou de votre sponsor pour réaliser les Adhesifs ? Sinon , on peut simplement marquer TC de RIORGEOIS , mais il faut me préciser les couleurs des lettres et du fond.
Cordialement,
François Donney
Tennis Scorer";23/02/2020;Tennis Scorer;
310;close;23/02/2020;27/02/2020;GBGHIWBDF;customer;Customers Desk - Merci de livrer les colis;"Merci de livrer les colis à l'adresse suivante :
Mairie de Montberon
7, route de Bessières
31140 Montberon";23/02/2020;Tennis Scorer;
310;close;23/02/2020;27/02/2020;GBGHIWBDF;seller;Customers Desk - Merci de livrer les colis;"Bonjour Merci pour votre commande de tableaux de score. Avez vous un logo de votre club ou de votre sponsor pour réaliser les Adhesifs ? Sinon , on peut simplement marquer TC MONTBERON  , mais il faut me préciser les couleurs des lettres et du fond.

Cordialement 
François Donney
Tennis Scorer";23/02/2020;Tennis Scorer;
310;close;23/02/2020;27/02/2020;GBGHIWBDF;seller;Customers Desk - Merci de livrer les colis;"Bonjour Merci pour votre commande de tableaux de score. Avez vous un logo de votre club ou de votre sponsor pour réaliser les Adhesifs ? Sinon , on peut simplement marquer TC MONTBERON  , mais il faut me préciser les couleurs des lettres et du fond.

Cordialement 
François Donney
Tennis Scorer";23/02/2020;Tennis Scorer;
311;close;23/02/2020;24/02/2020;GBGHIWBDF;customer;Customers Desk - Merci de livrer les colis;"Merci de livrer les colis à l'adresse suivante :
Mairie de Montberon
7, route de Bessières
31140 Montberon";23/02/2020;VW Sports;
311;close;23/02/2020;24/02/2020;GBGHIWBDF;seller;Customers Desk - Merci de livrer les colis;"Bonjour,

C'est noté pour la livraison, on indiquera cette adresse.


L'équipe VW SPORTS";24/02/2020;VW Sports;
312;close;24/02/2020;02/03/2020;JSLZPQVCJ;customer;Customers Desk - merci de préciser le jour;merci de préciser le jour et l'heure de livraison car à notre club pas de livraison avant 9.00 Hle matin ni le jeudi.;24/02/2020;F.F.T.;
313;close;24/02/2020;24/02/2020;JSLZPQVCJ;customer;Customers Desk - merci de préciser le jour;merci de préciser le jour et l'heure de livraison car à notre club pas de livraison avant 9.00 Hle matin ni le jeudi.;24/02/2020;VW Sports;
313;close;24/02/2020;24/02/2020;JSLZPQVCJ;seller;Customers Desk - merci de préciser le jour;"Bonjour,

C'est noté pour les informations de livraison, nous indiquons cela au transporteur.

L'équipe VW SPORTS";24/02/2020;VW Sports;
314;close;24/02/2020;02/03/2020;JSLZPQVCJ;customer;Customers Desk - merci de préciser le jour;merci de préciser le jour et l'heure de livraison car à notre club pas de livraison avant 9.00 Hle matin ni le jeudi.;24/02/2020;Huck Occitania;
314;close;24/02/2020;02/03/2020;JSLZPQVCJ;seller;Customers Desk - merci de préciser le jour;"Bonjour, 
Je vous informe que votre commande est expédiée aujourd'hui de nos ateliers. 
La livraison sera effectuée sous 48h.
Le transporteur est informé de vos consignes de livraison. 
Bien cordialement, 
L'Equipe Huck # Occitania";24/02/2020;Huck Occitania;
315;close;24/02/2020;06/04/2020;JSLZPQVCJ;customer;Customers Desk - merci de préciser le jour;merci de préciser le jour et l'heure de livraison car à notre club pas de livraison avant 9.00 Hle matin ni le jeudi.;24/02/2020;Manutan Collectivités;Informations de livraison
316;close;24/02/2020;05/03/2020;JSLZPQVCJ;customer;Customers Desk - merci de préciser le jour;merci de préciser le jour et l'heure de livraison car à notre club pas de livraison avant 9.00 Hle matin ni le jeudi.;24/02/2020;Netsportique;Informations de livraison
317;close;24/02/2020;24/02/2020;RZBNNLOWG;customer;"Customers Desk - Bonjour,

Pouvez-vous me dire";"Bonjour,

Pouvez-vous me dire si ma commande a bien été expédiée.

Cordialement";24/02/2020;F.F.T.;
317;close;24/02/2020;24/02/2020;RZBNNLOWG;operator;"Customers Desk - Bonjour,

Pouvez-vous me dire";"Bonjour Madame BRANCHEREAU,
Votre commande est en cours de livraison.
Elle devrait normalement arriver d'ici à la fin de la semaine.

Bien à vous,
L'équipe PROSHOP FFT.";24/02/2020;F.F.T.;
318;close;24/02/2020;27/02/2020;TZSEVDRBR;seller;Relance : Paiement non VALIDE par HIPAY;"Bonjour,

Merci de vérifier votre paiement ""non validé "" à ce jour par HIPAY sur PROSHOP.FFT.

Une réponse à ce sujet serait très appréciée.

Sportivement,

Antonio";24/02/2020;SCFR Impex;
319;close;25/02/2020;27/02/2020;;seller;Facture pour la commande QWZROJDRQ;Bonjour, Vous trouverez ci-joint la facture pour la commande QWZROJDRQ;25/02/2020;SCFR Impex;Facture
320;close;25/02/2020;27/02/2020;QWZROJDRQ;seller;Facture Andy BREGEOT envoyée ce jour par SCFR-IMPEX;"Bonjour AZndy,

Merci de me confirmer par retour la bonne réception de votre facture.

Sportivement,

Antonio";25/02/2020;SCFR Impex;Facture
321;close;25/02/2020;28/02/2020;QWZROJDRQ;seller;Facture Andy BREGEOT envoyée ce jour par SCFR-IMPEX;"Bonjour AZndy,

Merci de me confirmer par retour la bonne réception de votre facture.

Sportivement,

Antonio";25/02/2020;SCFR Impex;
322;close;25/02/2020;28/02/2020;GCDVBJDUS;customer;Customers Desk - MERCI DE PASSER LE MATIN DE 10H A;MERCI DE PASSER LE MATIN DE 10H A 12H OU DE 15H A 18H;25/02/2020;Netsportique;
322;close;25/02/2020;28/02/2020;GCDVBJDUS;seller;Customers Desk - MERCI DE PASSER LE MATIN DE 10H A;"Bonjour,
Le colis sera expédié avec Colissimo. Par conséquent nous ne pouvons pas garantir l'horaire de livraison précis.";25/02/2020;Netsportique;
323;close;25/02/2020;28/02/2020;OLUNFHJXM;customer;Customers Desk - Maison au fond de;Maison au fond de l'allée;25/02/2020;France Filets;Informations de livraison
324;close;25/02/2020;27/02/2020;;seller;Facture pour la commande GHPQOQDXU;Bonjour, Vous trouverez ci-joint la facture pour la commande GHPQOQDXU;25/02/2020;VW Sports;Facture
325;close;25/02/2020;27/02/2020;;seller;Facture pour la commande BQHKASIRQ;Bonjour, Vous trouverez ci-joint la facture pour la commande BQHKASIRQ;25/02/2020;VW Sports;Facture
326;close;25/02/2020;28/02/2020;IGJZSZODA;customer;Customers Desk - Commande urgente car;Commande urgente car réfection simultanée des terrains. Livraison souhaitée avant le 29/02;25/02/2020;Netsportique;Informations de livraison
326;close;25/02/2020;28/02/2020;IGJZSZODA;seller;Customers Desk - Commande urgente car;Bonjour, nous sommes dans l'attente de paiement du prestataire de paiement. Livraison avant le 29/02 risque d'être compromise.;25/02/2020;Netsportique;Informations de livraison
327;close;25/02/2020;27/02/2020;;seller;Facture pour la commande XFNRRVODZ;Bonjour, Vous trouverez ci-joint la facture pour la commande XFNRRVODZ;25/02/2020;VW Sports;Facture
328;close;25/02/2020;27/02/2020;;seller;Facture pour la commande FCDAKQXGK;Bonjour, Vous trouverez ci-joint la facture pour la commande FCDAKQXGK;25/02/2020;VW Sports;Facture
329;close;26/02/2020;27/02/2020;TZSEVDRBR;customer;"Customers Desk - Bonjour,
Quand serons-nous";"Bonjour,
Quand serons-nous livré ?
Cordialement,
Françoise Le Greneur";26/02/2020;Innoquipe;Informations de livraison
329;close;26/02/2020;27/02/2020;TZSEVDRBR;seller;"Customers Desk - Bonjour,
Quand serons-nous";"Bonjour,
Votre colis  numéro : 38147767140  a bien été pris en charge par GLS.

Votre livraison est prévue le 2020-02-26. L'adresse qui nous a été communiquée est la suivante :

LE GRENEUR Françoise
Tennis Club de Langueux
33 rue de Bretagne
22360 LANGUEUX

Lien internet vers les options de livraison : https://gls-group.eu/FR/fr/remise-livraison-colis?subSessionId=22333ee7-46c7-4550-b0c9-a3481ce29378&fdf=Y

Cordialement,";26/02/2020;Innoquipe;Informations de livraison
330;close;26/02/2020;28/02/2020;TZSEVDRBR;customer;"Customers Desk - Bonjour,
Quand serons-nous";"Bonjour,
Quand serons-nous livré ?
Cordialement,
Françoise Le Greneur";26/02/2020;SCFR Impex;
330;close;26/02/2020;28/02/2020;TZSEVDRBR;seller;"Customers Desk - Bonjour,
Quand serons-nous";"Bonjour Françoise, 
vous devriez recevoir vos cordes d'ici vendredi.
Sportivement,
Antonio";26/02/2020;SCFR Impex;
331;close;26/02/2020;09/03/2020;QPAPMJWHB;seller;RELANCE PAIEMENT;"Bonjour Jean-Marc,

Merci de vérifier et de valider votre paiement via HIPAY ce qui n'est pas le cas à ce jour.

Votre commande est déjà prête mais en attente de validation de votre paiement.

Sportivement,

ANTONIO";26/02/2020;SCFR Impex;
331;close;26/02/2020;09/03/2020;QPAPMJWHB;customer;RELANCE PAIEMENT;"Bonjour , la commande a été effectué par la centrale proshop FFT , le paiement global de la commande a été effectué chez eux .
Merci Jean-marc";09/03/2020;SCFR Impex;
332;close;26/02/2020;28/02/2020;MZDPNFULB;seller;livraison;"Bonjour,

Votre colis  numéro : 38147767165  a bien été pris en charge par GLS.

Votre livraison est prévue le 2020-02-28

Les livraisons sur votre secteur ont lieu habituellement entre 11:00 - 14:00 heures.

En cas d'absence veuillez utiliser le lien ci-dessous (avant minuit la veille du jour de livraison prévu) afin d'organiser gratuitement votre livraison. Lien internet vers les options de livraison : https://gls-group.eu/FR/fr/remise-livraison-colis?subSessionId=db31602f-4d9a-49af-ba2f-3485870af623&fdf=Y

cordialement,";26/02/2020;Innoquipe;Informations de livraison
333;close;27/02/2020;27/02/2020;;seller;Facture pour la commande NNFAEXZBK;Bonjour, Vous trouverez ci-joint la facture pour la commande NNFAEXZBK;27/02/2020;Huck Occitania;Facture
334;close;27/02/2020;27/02/2020;;seller;Facture pour la commande FXCKTEHCW;Bonjour, Vous trouverez ci-joint la facture pour la commande FXCKTEHCW;27/02/2020;Huck Occitania;Facture
335;close;27/02/2020;27/02/2020;;seller;Facture pour la commande EHUMPVTFH;Bonjour, Vous trouverez ci-joint la facture pour la commande EHUMPVTFH;27/02/2020;Huck Occitania;Facture
336;close;27/02/2020;06/04/2020;JSLZPQVCJ;seller;delai livraison;"Bonjour M. Pette,

Nous souhaitons vous prévenir d'un petit délai supplémentaire pour la livraison de votre commande.
Nous avons une rupture de stock temporaire sur l'aricle ""numéro 2"".
La fin de fabrication est prévue pour vendredi prochain, votre commande partira dans la foulée.

Avec nos excuses

L'équipe VW SPORTS";27/02/2020;VW Sports;Informations de livraison
336;close;27/02/2020;06/04/2020;JSLZPQVCJ;seller;delai livraison;"Bonjour,

Nous souhaiterions savoir si nous pouvons vous livrer votre commande ou livrer à une adresse différente ?
Etant donné que tous les tennis clubs sont fermés, nous pouvons vous livrer à une autre adresse, c'est ce que font tous les TC qui nous passent commande en ce moment, on livre la marchandise chez eux.

Bonne réception,
L'équipe VW SPORTS";02/04/2020;VW Sports;Informations de livraison
337;close;27/02/2020;28/02/2020;;seller;Facture pour la commande QBGYEYIXE;Bonjour, Vous trouverez ci-joint la facture pour la commande QBGYEYIXE;27/02/2020;Huck Occitania;Facture
338;close;27/02/2020;28/02/2020;;seller;Facture pour la commande GBZRBXYOL;Bonjour, Vous trouverez ci-joint la facture pour la commande GBZRBXYOL;27/02/2020;Huck Occitania;Facture
339;close;27/02/2020;28/02/2020;;seller;Facture pour la commande RIETASSDH;Bonjour, Vous trouverez ci-joint la facture pour la commande RIETASSDH;27/02/2020;Huck Occitania;Facture
340;close;27/02/2020;28/02/2020;;seller;Facture pour la commande PRENNABXI;Bonjour, Vous trouverez ci-joint la facture pour la commande PRENNABXI;27/02/2020;Huck Occitania;Facture
341;close;27/02/2020;27/02/2020;;seller;Facture pour la commande MUGRKVJYK;Bonjour, Vous trouverez ci-joint la facture pour la commande MUGRKVJYK;27/02/2020;Huck Occitania;Facture
342;close;27/02/2020;27/02/2020;;seller;Facture pour la commande WUNZHLZVY;Bonjour, Vous trouverez ci-joint la facture pour la commande WUNZHLZVY;27/02/2020;Huck Occitania;Facture
343;close;27/02/2020;27/02/2020;;seller;Facture pour la commande EHXDRDQIF;Bonjour, Vous trouverez ci-joint la facture pour la commande EHXDRDQIF;27/02/2020;Huck Occitania;Facture
344;close;27/02/2020;05/03/2020;BBIATTDVV;customer;"Customers Desk - HORAIRE D OUVERTURE
DU LUNDI AU";"HORAIRE D OUVERTURE
DU LUNDI AU VENDREDI DE 9H/12H30 - 14H/17H30";27/02/2020;F.F.T.;Autre
345;close;27/02/2020;28/02/2020;;seller;Facture pour la commande LHALCNTPZ;Bonjour, Vous trouverez ci-joint la facture pour la commande LHALCNTPZ;27/02/2020;Tupi caoutchouc;Facture
346;close;27/02/2020;09/03/2020;AVAUZWFMA;customer;Customers Desk - Je n'ai pas eu la facture.;Je n'ai pas eu la facture. Veuillez me l'envoyer.;27/02/2020;France Filets;Facture
347;close;27/02/2020;28/02/2020;AVAUZWFMA;customer;Customers Desk - Veuillez m'envoyer la facture;Veuillez m'envoyer la facture;27/02/2020;Innoquipe;Facture
348;close;27/02/2020;28/02/2020;AVAUZWFMA;customer;Customers Desk - Veuillez m'envoyer la facture .;Veuillez m'envoyer la facture . Merci;27/02/2020;Cress Sport;Facture
349;close;27/02/2020;27/02/2020;;seller;Facture pour la commande LFGQCLLSV;Bonjour, Vous trouverez ci-joint la facture pour la commande LFGQCLLSV;27/02/2020;Huck Occitania;Facture
350;close;27/02/2020;27/02/2020;;seller;Facture pour la commande CTNKMAVQH;Bonjour, Vous trouverez ci-joint la facture pour la commande CTNKMAVQH;27/02/2020;Huck Occitania;Facture
351;close;27/02/2020;05/03/2020;;seller;changement de statut;"Bonjour,

Je suis allée trop vite en changeant les statuts d'une commande. Est-il possible de modifier un statut en revenant en arrière?
Karine";27/02/2020;Sodex International;Autre
351;close;27/02/2020;05/03/2020;;operator;changement de statut;"Bonjour,

Vous ne pouvez pas modifier le statut d'une commande. 
Merci de me donner le numéro de commande et le statut que je dois changer.
Cordialement,

Stéphanie";28/02/2020;Sodex International;Autre
352;close;27/02/2020;28/02/2020;SZUVXPMQL;customer;"Customers Desk - Sur l&#039;adh&eacute;sif";"Sur l&#039;adh&eacute;sif inscrire : TENNIS CLUB PRADETAN";27/02/2020;Tennis Scorer;
352;close;27/02/2020;28/02/2020;SZUVXPMQL;seller;"Customers Desk - Sur l&#039;adh&eacute;sif";"Bonjour
Merci pour votre commande .
Quelles couleurs de lettres et quelle couleur de fond voulez vous pour l’adhésif ?";27/02/2020;Tennis Scorer;
352;close;27/02/2020;28/02/2020;SZUVXPMQL;seller;"Customers Desk - Sur l&#039;adh&eacute;sif";"Bonjour
Merci pour votre commande .
Quelles couleurs de lettres et quelle couleur de fond voulez vous pour l’adhésif ?";27/02/2020;Tennis Scorer;
352;close;27/02/2020;28/02/2020;SZUVXPMQL;seller;"Customers Desk - Sur l&#039;adh&eacute;sif";"Bonjour
Merci pour votre commande .
Quelles couleurs de lettres et quelle couleur de fond voulez vous pour l’adhésif ?";27/02/2020;Tennis Scorer;
352;close;27/02/2020;28/02/2020;SZUVXPMQL;customer;"Customers Desk - Sur l&#039;adh&eacute;sif";Bonjour, Fond blanc et lettres bleu marine. Merci;28/02/2020;Tennis Scorer;
353;close;28/02/2020;02/03/2020;WTVREQSYD;customer;Customers Desk - Le site étant;Le site étant sécurisé et clos, avant livraison merci de téléphoner au 0679614943;28/02/2020;VW Sports;Informations de livraison
353;close;28/02/2020;02/03/2020;WTVREQSYD;seller;Customers Desk - Le site étant;"Bonjour,

OK C'est noté pour la livraison, on indique cette information au transporteur.

Bonne journée,

L'équipe VW SPORTS";02/03/2020;VW Sports;Informations de livraison
354;close;28/02/2020;09/03/2020;RDFTHBPIJ;customer;Customers Desk - Merci de contacter Valentin;Merci de contacter Valentin GEORGET pour valider avec lui l'horaire de livraison;28/02/2020;Sodex International;Autre
354;close;28/02/2020;09/03/2020;RDFTHBPIJ;seller;Customers Desk - Merci de contacter Valentin;"Bonjour,

Nous avons bien reçu et votre commande et allons la traiter dans les plus brefs délais.

Cordialement.";28/02/2020;Sodex International;Autre
354;close;28/02/2020;09/03/2020;RDFTHBPIJ;customer;Customers Desk - Merci de contacter Valentin;"Bonjour,
J'avais spécifié que l'adresse de facturation était différente de celle de livraison, mais j'ai du me tromper.
Pouvez-vous la modifier ? La bonne adresse de FACTURATION est : Tennis Club de Gagnac - 18 rue Terrial - 31150 Gagnac sur Garonne.
L'adresse de LIVRAISON reste inchangée.
Merci d'avance.";28/02/2020;Sodex International;Autre
354;close;28/02/2020;09/03/2020;RDFTHBPIJ;seller;Customers Desk - Merci de contacter Valentin;Je vais voir ce que je peux faire, je vous tiens au courant au plus vite car c'est Proshop qui vous facture.;28/02/2020;Sodex International;Autre
354;close;28/02/2020;09/03/2020;RDFTHBPIJ;seller;Customers Desk - Merci de contacter Valentin;"Bonjour,
J'ai vu avec l'administrateur du site et normalement ils vont pouvoir faire le nécessaire.

Cordialement,";02/03/2020;Sodex International;Autre
354;close;28/02/2020;09/03/2020;RDFTHBPIJ;operator;Customers Desk - Merci de contacter Valentin;"Bonjour,
Notre client nous informe le degré d'urgence de sa commande.
Pouvez-vous faire en sorte que la commande soit rapidement expédiée ?
D'avance merci, 
Cordialement, 
Stéphanie, PROSHOP";03/03/2020;Sodex International;Autre
354;close;28/02/2020;09/03/2020;RDFTHBPIJ;seller;Customers Desk - Merci de contacter Valentin;"Bonjour,

La commande est expédiée ce jour.

Bonne journée.
Karine";03/03/2020;Sodex International;Autre
355;close;28/02/2020;28/02/2020;ZDVKLQPJU;customer;Customers Desk - La personne n'est pas;La personne n'est pas disponible les mercredi et samedi. Il faudrait que la livraison soit un des 4 autres jours. Merci par avance.;28/02/2020;Sodex International;
356;close;28/02/2020;02/03/2020;WHQLMNFOE;seller;Relance : Paiement non VALIDE par HIPAY;"Bonjour Kevin,

Votre commande est prête à partir, mais malheureusement votre paiement n'a pas été validé par HIPAY via notre site sur PROSHOP.FFT.FR.

Merci pour votre retour à ce sujet.

Sportivement,

Antonio";28/02/2020;SCFR Impex;
356;close;28/02/2020;02/03/2020;WHQLMNFOE;customer;Relance : Paiement non VALIDE par HIPAY;Bonjour, Je ne comprends pas ! C'est une commande globale comprenant les médailles Galaxie et les balles en mousse. Le paiement serait OK pour les médailles et pas pour les balles ?! Merci de m'expliquer. Kevin;28/02/2020;SCFR Impex;
356;close;28/02/2020;02/03/2020;WHQLMNFOE;seller;Relance : Paiement non VALIDE par HIPAY;"Re-Kevin,

Nous ne faisons pas les médailles, juste les balles, donc certainement 2 paiement différents à faire!
Le cas échéants veuillez vous rapprocher de la Centrale d'achat de la FFT.

Merci de me tenir informé, mais c'est sur nous ne pouvons vous fournir une commande groupée car nous ne faisons pas les médailles.

Sportivement,

ANTONIO";28/02/2020;SCFR Impex;
356;close;28/02/2020;02/03/2020;WHQLMNFOE;seller;Relance : Paiement non VALIDE par HIPAY;"Kevin,

Votre commande de balles vient d'être à l'instant validée.

Départ lundi 02/03/20 de notre entrepôt du 25.

Bon we,

Antonio";28/02/2020;SCFR Impex;
356;close;28/02/2020;02/03/2020;WHQLMNFOE;seller;Relance : Paiement non VALIDE par HIPAY;"Bonjour Kevin,

Je vous confirme que votre paiement a bien été effectué et qu'il et  OK et en attente de réception sur le compte PROSHOP.

Dès validation, votre commande vous sera expédiée.

Sportivement,

Antonio SQUARZONI";02/03/2020;SCFR Impex;
357;close;28/02/2020;02/03/2020;WHQLMNFOE;seller;ERREUR d'INFORMATION;"Kevin,

Votre commande est toujours en attente de paiement, désolé, je pensais qu'une commande qui vient d'être validée était la vôtre, mais c'était une autre juste en dessous de la vôtre.

J'attends votre validation de paiement par HIPAY.

bon WE

Antonio";28/02/2020;SCFR Impex;Autre
358;close;01/03/2020;02/03/2020;WHQLMNFOE;seller;RELANCE PAIEMENT TOUJOURS PAS RECU...;"Bonjour Kevin,

Avez-vous pu faire ne nécessaire car votre commande est en attente d'envoi suite à la non réception de votre ,paiement par HIPAY.

Merci pour votre retour rapide.

Sportivement,

Antonio";01/03/2020;SCFR Impex;
358;close;01/03/2020;02/03/2020;WHQLMNFOE;seller;RELANCE PAIEMENT TOUJOURS PAS RECU...;"Bonjour Kevin,

Je vous confirme que votre paiement a bien été effectué et qu'il et  OK et en attente de réception sur le compte PROSHOP.

Dès validation, votre commande vous sera expédiée.

Sportivement,

Antonio SQUARZONI";02/03/2020;SCFR Impex;
359;close;01/03/2020;02/03/2020;HAKPLLXKA;seller;RELANCE PAIEMENT TOUJOURS PAS RECU...;"Bonjour Denis RONDEPIERRE,

Avez-vous pu faire ne nécessaire pour activer votre paiement car votre commande est prête en attente d'envoi suite à la non réception de votre, paiement par HIPAY.

Merci pour votre retour rapide.

Sportivement,

Antonio";01/03/2020;SCFR Impex;
359;close;01/03/2020;02/03/2020;HAKPLLXKA;seller;RELANCE PAIEMENT TOUJOURS PAS RECU...;"Bonjour Denis,

Je vous confirme que votre paiement a bien été effectué et qu'il et  OK et en attente de réception sur le compte PROSHOP.

Dès validation, votre commande vous sera expédiée.

Sportivement,

Antonio SQUARZONI";02/03/2020;SCFR Impex;
360;close;02/03/2020;31/03/2020;KFPHEMHSF;customer;"Customers Desk - HORAIRE OUVERTURE MAIRIE
Lundi";"HORAIRE OUVERTURE MAIRIE
Lundi	
Fermé
Mardi	
10h00 - 12h00
16h00 - 18h00
Mercredi	
Fermé
Jeudi	
10h00 - 12h00
14h00 - 16h00
Vendredi	
10h00 - 12h00
14h00 - 16h00
Samedi	
10h00 - 12h00";02/03/2020;Nemo loisirs pro;Informations de livraison
361;close;02/03/2020;09/03/2020;KFPHEMHSF;customer;"Customers Desk - HORAIRE OUVERTURE MAIRIE
Lundi";"HORAIRE OUVERTURE MAIRIE
Lundi	
Fermé
Mardi	
10h00 - 12h00
16h00 - 18h00
Mercredi	
Fermé
Jeudi	
10h00 - 12h00
14h00 - 16h00
Vendredi	
10h00 - 12h00
14h00 - 16h00
Samedi	
10h00 - 12h00";02/03/2020;F.F.T.;Informations de livraison
362;close;02/03/2020;02/03/2020;PVNCWZMEH;customer;Customers Desk - Livraison UNIQUEMENT le mercredi;Livraison UNIQUEMENT le mercredi;02/03/2020;VW Sports;
362;close;02/03/2020;02/03/2020;PVNCWZMEH;seller;Customers Desk - Livraison UNIQUEMENT le mercredi;"Bonjour,

Merci pour votre commande,

Ok c'est noté, dès validation de Proshop pour le règlement, nous expédierons votre commande lundi 9/03 pour une livraison mercredi 11/03.

Bonne journée

L'équipe VW SPORTS";02/03/2020;VW Sports;
363;close;02/03/2020;03/03/2020;;operator;Facture pour la commande GJAUKPMBT;Bonjour, Vous trouverez ci-joint la facture pour la commande GJAUKPMBT;02/03/2020;;Facture
364;close;02/03/2020;09/03/2020;LLDHOVZRU;customer;Customers Desk - La sonnette ne fonctionne pas. Il;La sonnette ne fonctionne pas. Il faut rentrer;02/03/2020;Manutan Collectivités;Informations de livraison
365;close;03/03/2020;09/03/2020;RDCIDALIP;customer;Customers Desk - Horaire accueil 9h-12h et 15h-17h;Horaire accueil 9h-12h et 15h-17h;03/03/2020;Sodex International;Informations de livraison
366;close;03/03/2020;06/04/2020;WANOUCLTD;customer;Customers Desk - heures livraison 10h -12h ou 15h;heures livraison 10h -12h ou 15h - 18h;03/03/2020;Netsportique;Informations de livraison
367;close;03/03/2020;04/03/2020;;seller;Facture pour la commande QEHHVQERZ;Bonjour, Vous trouverez ci-joint la facture pour la commande QEHHVQERZ;03/03/2020;VW Sports;Facture
368;close;03/03/2020;05/03/2020;AATKFFZMT;customer;Customers Desk - merci d' appeler le 07 81 48;merci d' appeler le 07 81 48 33 90 pour livraison. merci;03/03/2020;Tennis Scorer;Demande d'informations produit
368;close;03/03/2020;05/03/2020;AATKFFZMT;seller;Customers Desk - merci d' appeler le 07 81 48;"Bonjour, 

merci pour votre commande. Bien noté votre n° de tél pour la livraison.

Voulez vous les adhésifs qui vont avec les tableaux ? Vous pouvez m'envoyer le fichier du logo de votre club ou de votre sponsor à : contact@tennis-scorer.com

Si vous n'avez pas de logo ou peux simplement marquer TC ANGERIEN , mais il vous faut choisir la couleur des lettres et la couleur du fond .

Cordialement, François Donney , Tennis Scorer";03/03/2020;Tennis Scorer;Demande d'informations produit
369;close;03/03/2020;09/03/2020;AATKFFZMT;customer;Customers Desk - merci d' appeler le 07 81 48;merci d' appeler le 07 81 48 33 90 pour livraison. merci;03/03/2020;F.F.T.;Informations de livraison
370;close;04/03/2020;04/03/2020;;seller;Facture pour la commande WFBSVNIUF;Bonjour, Vous trouverez ci-joint la facture pour la commande WFBSVNIUF;04/03/2020;VW Sports;Facture
371;close;04/03/2020;04/03/2020;;seller;Facture pour la commande GBGHIWBDF;Bonjour, Vous trouverez ci-joint la facture pour la commande GBGHIWBDF;04/03/2020;VW Sports;Facture
372;close;04/03/2020;04/03/2020;;seller;Facture pour la commande EZDZCIGYU;Bonjour, Vous trouverez ci-joint la facture pour la commande EZDZCIGYU;04/03/2020;VW Sports;Facture
373;close;04/03/2020;04/03/2020;;seller;Facture pour la commande DXTPYPFOP;Bonjour, Vous trouverez ci-joint la facture pour la commande DXTPYPFOP;04/03/2020;VW Sports;Facture
374;close;04/03/2020;04/03/2020;;operator;Facture pour la commande AVAUZWFMA;Bonjour, Vous trouverez ci-joint la facture pour la commande AVAUZWFMA;04/03/2020;;Facture
374;close;04/03/2020;04/03/2020;;operator;Facture pour la commande AVAUZWFMA;"Bonjour,
Veuillez trouver ci-joint votre facture.
Cordialement, 
L'équipe PROSHOP FFT";04/03/2020;;Facture
375;close;04/03/2020;09/03/2020;;customer;Customers Desk - PERSONNALISABLE AVEC LOGO DU CLUB;PERSONNALISABLE AVEC LOGO DU CLUB TENNIS CLUB DU ROUMOIS;04/03/2020;;Information sur la commande
375;close;04/03/2020;09/03/2020;;customer;Customers Desk - PERSONNALISABLE AVEC LOGO DU CLUB;PERSONNALISABLE AVEC LOGO DU CLUB TENNIS CLUB DU ROUMOIS;04/03/2020;;Information sur la commande
376;close;04/03/2020;09/03/2020;TKOHECRXW;customer;Customers Desk - PERSONNALISABLE AVEC LOGO DU CLUB;PERSONNALISABLE AVEC LOGO DU CLUB TENNIS CLUB DU ROUMOIS;04/03/2020;CIDI Event;Demande d'informations produit
376;close;04/03/2020;09/03/2020;TKOHECRXW;seller;Customers Desk - PERSONNALISABLE AVEC LOGO DU CLUB;"Bonjour 
La commande est prise en compte, cependant, comme vu ensemble, vous souhaitez une version L : 300x120cm. 
Nous vous adressons un BAT en ce sens dans la semaine, et vous laissons effectuer la modification de format dans votre commande sur proshop. 
Bonne journée
Emily";04/03/2020;CIDI Event;Demande d'informations produit
